ordre;famille;cd_nom;lb_nom;nom_vern;habitat;statut;url
Accipitriformes;Accipitridae;441609;Accipiter superciliosus;Épervier nain ;3;;https://inpn.mnhn.fr/espece/cd_nom/441609
Accipitriformes;Accipitridae;441610;Accipiter ventralis;;3;;https://inpn.mnhn.fr/espece/cd_nom/441610
Accipitriformes;Accipitridae;441695;Busarellus nigricollis;Buse à tête blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/441695
Accipitriformes;Accipitridae;441702;Buteogallus aequinoctialis;Buse buson ;3;;https://inpn.mnhn.fr/espece/cd_nom/441702
Accipitriformes;Accipitridae;441703;Buteogallus anthracinus;;3;;https://inpn.mnhn.fr/espece/cd_nom/441703
Accipitriformes;Accipitridae;441704;Buteogallus meridionalis;Buse roussâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/441704
Accipitriformes;Accipitridae;720201;Buteogallus schistaceus;Buse ardoisée;3;;https://inpn.mnhn.fr/espece/cd_nom/720201
Accipitriformes;Accipitridae;782573;Asturina schistacea;Buse ardoisée;3;;https://inpn.mnhn.fr/espece/cd_nom/782573
Accipitriformes;Accipitridae;442036;Leucopternis schistacea;Buse ardoisée;3;;https://inpn.mnhn.fr/espece/cd_nom/442036
Accipitriformes;Accipitridae;459495;Leucopternis schistaceus;Buse ardoisée;3;;https://inpn.mnhn.fr/espece/cd_nom/459495
Accipitriformes;Accipitridae;441705;Buteogallus urubitinga;Buse urubu ;3;;https://inpn.mnhn.fr/espece/cd_nom/441705
Accipitriformes;Accipitridae;441697;Buteo albonotatus;Buse à queue barrée ;3;;https://inpn.mnhn.fr/espece/cd_nom/441697
Accipitriformes;Accipitridae;441698;Buteo brachyurus;Buse à queue courte ;3;;https://inpn.mnhn.fr/espece/cd_nom/441698
Accipitriformes;Accipitridae;2623;Buteo buteo;Buse variable;3;P;https://inpn.mnhn.fr/espece/cd_nom/2623
Accipitriformes;Accipitridae;2625;Falco buteo;Buse variable;3;P;https://inpn.mnhn.fr/espece/cd_nom/2625
Accipitriformes;Accipitridae;458792;Falco vulgaris;Buse variable;3;P;https://inpn.mnhn.fr/espece/cd_nom/458792
Accipitriformes;Accipitridae;779863;Buteo buteo vulpinus;;3;P;https://inpn.mnhn.fr/espece/cd_nom/779863
Accipitriformes;Accipitridae;441699;Buteo jamaicensis;Buse à queue rousse;3;;https://inpn.mnhn.fr/espece/cd_nom/441699
Accipitriformes;Accipitridae;813847;Falco jamaicensis;Buse à queue rousse;3;;https://inpn.mnhn.fr/espece/cd_nom/813847
Accipitriformes;Accipitridae;626245;Buteo nitidus;Buse cendrée;3;;https://inpn.mnhn.fr/espece/cd_nom/626245
Accipitriformes;Accipitridae;441671;Asturina nitida;Buse cendrée;3;;https://inpn.mnhn.fr/espece/cd_nom/441671
Accipitriformes;Accipitridae;782522;Falco nitidus;Buse cendrée;3;;https://inpn.mnhn.fr/espece/cd_nom/782522
Accipitriformes;Accipitridae;441701;Buteo platypterus;Petite Buse ;3;;https://inpn.mnhn.fr/espece/cd_nom/441701
Accipitriformes;Accipitridae;779895;Buteo rufinus cirtensis;;3;D;https://inpn.mnhn.fr/espece/cd_nom/779895
Accipitriformes;Accipitridae;441766;Chondrohierax uncinatus;Milan bec-en-croc, Bec-en-croc de Temminck;3;;https://inpn.mnhn.fr/espece/cd_nom/441766
Accipitriformes;Accipitridae;2878;Circus aeruginosus;Busard des roseaux;3;P;https://inpn.mnhn.fr/espece/cd_nom/2878
Accipitriformes;Accipitridae;2880;Falco aeruginosus;Busard des roseaux;3;P;https://inpn.mnhn.fr/espece/cd_nom/2880
Accipitriformes;Accipitridae;432707;Circus approximans;Busard de Gould;3;;https://inpn.mnhn.fr/espece/cd_nom/432707
Accipitriformes;Accipitridae;532382;Circus approximans approximans;Busard de Gould;3;;https://inpn.mnhn.fr/espece/cd_nom/532382
Accipitriformes;Accipitridae;441775;Circus buffoni;Busard de Buffon ;3;;https://inpn.mnhn.fr/espece/cd_nom/441775
Accipitriformes;Accipitridae;2881;Circus cyaneus;Busard Saint-Martin;3;P;https://inpn.mnhn.fr/espece/cd_nom/2881
Accipitriformes;Accipitridae;2883;Falco cyaneus;Busard Saint-Martin;3;P;https://inpn.mnhn.fr/espece/cd_nom/2883
Accipitriformes;Accipitridae;836343;Circus hudsonius;;3;;https://inpn.mnhn.fr/espece/cd_nom/836343
Accipitriformes;Accipitridae;418714;Circus macrosceles;Busard de Madagascar;3;;https://inpn.mnhn.fr/espece/cd_nom/418714
Accipitriformes;Accipitridae;432596;Circus maillardi;Busard de Maillard;3;A;https://inpn.mnhn.fr/espece/cd_nom/432596
Accipitriformes;Accipitridae;836344;Clanga;;3;P;
Accipitriformes;Accipitridae;836346;Clanga clanga;Aigle criard;3;P;https://inpn.mnhn.fr/espece/cd_nom/836346
Accipitriformes;Accipitridae;2641;Aquila clanga;Aigle criard;3;P;https://inpn.mnhn.fr/espece/cd_nom/2641
Accipitriformes;Accipitridae;836345;Clanga pomarina;Aigle pomarin;3;P;https://inpn.mnhn.fr/espece/cd_nom/836345
Accipitriformes;Accipitridae;2636;Aquila pomarina;Aigle pomarin;3;P;https://inpn.mnhn.fr/espece/cd_nom/2636
Accipitriformes;Accipitridae;441888;Elanoides forficatus;Milan à queue fourchue, Naucler à queue fourchue;3;;https://inpn.mnhn.fr/espece/cd_nom/441888
Accipitriformes;Accipitridae;828914;Falco forficatus;Milan à queue fourchue, Naucler à queue fourchue;3;;https://inpn.mnhn.fr/espece/cd_nom/828914
Accipitriformes;Accipitridae;828916;Elanoides forficatus yetapa;;3;;https://inpn.mnhn.fr/espece/cd_nom/828916
Accipitriformes;Accipitridae;828920;Milvus yetapa;;3;;https://inpn.mnhn.fr/espece/cd_nom/828920
Accipitriformes;Accipitridae;441889;Elanus leucurus;Élanion à queue blanche ;3;;https://inpn.mnhn.fr/espece/cd_nom/441889
Accipitriformes;Accipitridae;441944;Gampsonyx swainsonii;Élanion perle ;3;;https://inpn.mnhn.fr/espece/cd_nom/441944
Accipitriformes;Accipitridae;720246;Geranoaetus;;3;;
Accipitriformes;Accipitridae;720247;Geranoaetus albicaudatus;Buse à queue blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/720247
Accipitriformes;Accipitridae;441696;Buteo albicaudatus;Buse à queue blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/441696
Accipitriformes;Accipitridae;828824;Geranoaetus albicaudatus colonus;;3;;https://inpn.mnhn.fr/espece/cd_nom/828824
Accipitriformes;Accipitridae;441950;Geranospiza caerulescens;Buse échasse ;3;;https://inpn.mnhn.fr/espece/cd_nom/441950
Accipitriformes;Accipitridae;416705;Gyps melitensis;;3;X;https://inpn.mnhn.fr/espece/cd_nom/416705
Accipitriformes;Accipitridae;441967;Haliaeetus leucocephalus;Pygargue à tête blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/441967
Accipitriformes;Accipitridae;432706;Haliaeetus leucogaster;Aigle pêcheur à poitrine blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/432706
Accipitriformes;Accipitridae;441968;Haliastur sphenurus;Milan siffleur, Aigle siffleur;3;;https://inpn.mnhn.fr/espece/cd_nom/441968
Accipitriformes;Accipitridae;441970;Harpagus bidentatus;Harpage bidenté, Milan bidenté;3;;https://inpn.mnhn.fr/espece/cd_nom/441970
Accipitriformes;Accipitridae;441971;Harpagus diodon;;3;;https://inpn.mnhn.fr/espece/cd_nom/441971
Accipitriformes;Accipitridae;441972;Harpia harpyja;Harpie féroce;3;;https://inpn.mnhn.fr/espece/cd_nom/441972
Accipitriformes;Accipitridae;441973;Harpyhaliaetus solitarius;;3;;https://inpn.mnhn.fr/espece/cd_nom/441973
Accipitriformes;Accipitridae;782560;Helicolestes;;3;;
Accipitriformes;Accipitridae;459487;Helicolestes hamatus;Milan à long bec;3;;https://inpn.mnhn.fr/espece/cd_nom/459487
Accipitriformes;Accipitridae;782561;Falco hamatus;Milan à long bec;3;;https://inpn.mnhn.fr/espece/cd_nom/782561
Accipitriformes;Accipitridae;442327;Rostrhamus hamatus;Milan à long bec;3;;https://inpn.mnhn.fr/espece/cd_nom/442327
Accipitriformes;Accipitridae;442010;Ictinia plumbea;Milan bleuâtre ;3;;https://inpn.mnhn.fr/espece/cd_nom/442010
Accipitriformes;Accipitridae;442030;Leptodon cayanensis;Milan de Cayenne, Bec-en-croc de Cayenne;3;;https://inpn.mnhn.fr/espece/cd_nom/442030
Accipitriformes;Accipitridae;442035;Leucopternis melanops;Buse à face noire ;3;;https://inpn.mnhn.fr/espece/cd_nom/442035
Accipitriformes;Accipitridae;2840;Milvus migrans;Milan noir;3;P;https://inpn.mnhn.fr/espece/cd_nom/2840
Accipitriformes;Accipitridae;2842;Falco migrans;Milan noir;3;P;https://inpn.mnhn.fr/espece/cd_nom/2842
Accipitriformes;Accipitridae;2843;Milvus korschun;Milan noir;3;P;https://inpn.mnhn.fr/espece/cd_nom/2843
Accipitriformes;Accipitridae;418713;Milvus migrans parasitus;Milan noir (à bec jaune);3;A;https://inpn.mnhn.fr/espece/cd_nom/418713
Accipitriformes;Accipitridae;442085;Morphnus guianensis;Harpie huppée ;3;;https://inpn.mnhn.fr/espece/cd_nom/442085
Accipitriformes;Accipitridae;2832;Pernis apivorus;Bondrée apivore;3;P;https://inpn.mnhn.fr/espece/cd_nom/2832
Accipitriformes;Accipitridae;2834;Falco apivorus;Bondrée apivore;3;P;https://inpn.mnhn.fr/espece/cd_nom/2834
Accipitriformes;Accipitridae;720288;Pseudastur;;3;;
Accipitriformes;Accipitridae;720289;Pseudastur albicollis;Buse blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/720289
Accipitriformes;Accipitridae;782643;Falco albicollis;Buse blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/782643
Accipitriformes;Accipitridae;442034;Leucopternis albicollis;Buse blanche;3;;https://inpn.mnhn.fr/espece/cd_nom/442034
Accipitriformes;Accipitridae;442328;Rostrhamus sociabilis;Milan des marais ;3;;https://inpn.mnhn.fr/espece/cd_nom/442328
Accipitriformes;Accipitridae;720293;Rupornis;;3;;
Accipitriformes;Accipitridae;720294;Rupornis magnirostris;Buse à gros bec;3;;https://inpn.mnhn.fr/espece/cd_nom/720294
Accipitriformes;Accipitridae;441700;Buteo magnirostris;Buse à gros bec;3;;https://inpn.mnhn.fr/espece/cd_nom/441700
Accipitriformes;Accipitridae;782644;Falco magnirostris;Buse à gros bec;3;;https://inpn.mnhn.fr/espece/cd_nom/782644
Accipitriformes;Accipitridae;459528;Spizaetus melanoleucus;Aigle noir et blanc;3;;https://inpn.mnhn.fr/espece/cd_nom/459528
Accipitriformes;Accipitridae;782629;Buteo melanoleucus;Aigle noir et blanc;3;;https://inpn.mnhn.fr/espece/cd_nom/782629
Accipitriformes;Accipitridae;442363;Spizastur melanoleucus;Aigle noir et blanc;3;;https://inpn.mnhn.fr/espece/cd_nom/442363
Accipitriformes;Accipitridae;442361;Spizaetus ornatus;Aigle orné ;3;;https://inpn.mnhn.fr/espece/cd_nom/442361
Accipitriformes;Accipitridae;442362;Spizaetus tyrannus;Aigle tyran ;3;;https://inpn.mnhn.fr/espece/cd_nom/442362
Accipitriformes;Accipitridae;828921;Falco tyrannus;Aigle tyran ;3;;https://inpn.mnhn.fr/espece/cd_nom/828921
Accipitriformes;Accipitridae;828922;Spizaetus tyrannus serus;;3;;https://inpn.mnhn.fr/espece/cd_nom/828922
Procellariiformes;Procellariidae;728081;Puffinus bailloni;Puffin tropical, Puffin de Baillon;4;;https://inpn.mnhn.fr/espece/cd_nom/728081
Pelecaniformes;Sulidae;186049;Sulidae;;5;P;
Pelecaniformes;Sulidae;2437;Morus bassanus;Fou de Bassan;5;P;https://inpn.mnhn.fr/espece/cd_nom/2437
Pelecaniformes;Sulidae;2436;Pelecanus bassanus;Fou de Bassan;5;P;https://inpn.mnhn.fr/espece/cd_nom/2436
Pelecaniformes;Sulidae;2434;Sula bassana;Fou de Bassan;5;P;https://inpn.mnhn.fr/espece/cd_nom/2434
Pelecaniformes;Sulidae;199322;Morus capensis;Fou du Cap;5;;https://inpn.mnhn.fr/espece/cd_nom/199322
Pelecaniformes;Sulidae;816968;Dysporus capensis;Fou du Cap;5;;https://inpn.mnhn.fr/espece/cd_nom/816968
Pelecaniformes;Sulidae;549622;Sula capensis;Fou du Cap;5;;https://inpn.mnhn.fr/espece/cd_nom/549622
Pelecaniformes;Sulidae;442086;Morus serrator;Fou austral;5;;https://inpn.mnhn.fr/espece/cd_nom/442086
Pelecaniformes;Sulidae;432687;Sula (Morus) serrator;Fou austral;5;;https://inpn.mnhn.fr/espece/cd_nom/432687
Pelecaniformes;Sulidae;199320;Sula dactylatra;Fou masqué;5;;https://inpn.mnhn.fr/espece/cd_nom/199320
Pelecaniformes;Sulidae;785481;Sula dactylatra dactylatra;;5;;https://inpn.mnhn.fr/espece/cd_nom/785481
Pelecaniformes;Sulidae;785482;Sula dactylatra melanops;;5;;https://inpn.mnhn.fr/espece/cd_nom/785482
Pelecaniformes;Sulidae;432688;Sula dactylatra personata;Fou masqué;5;;https://inpn.mnhn.fr/espece/cd_nom/432688
Pelecaniformes;Sulidae;199321;Sula leucogaster;Fou brun;5;;https://inpn.mnhn.fr/espece/cd_nom/199321
Pelecaniformes;Sulidae;814252;Pelecanus leucogaster;Fou brun;5;;https://inpn.mnhn.fr/espece/cd_nom/814252
Pelecaniformes;Sulidae;432690;Sula leucogaster plotus;Fou brun;5;;https://inpn.mnhn.fr/espece/cd_nom/432690
Pelecaniformes;Sulidae;440197;Sula sula;Fou à pieds rouges;5;;https://inpn.mnhn.fr/espece/cd_nom/440197
Pelecaniformes;Sulidae;814253;Pelecanus sula;Fou à pieds rouges;5;;https://inpn.mnhn.fr/espece/cd_nom/814253
Pelecaniformes;Sulidae;432689;Sula sula rubripes;Fou à pieds rouges;5;;https://inpn.mnhn.fr/espece/cd_nom/432689
Charadriiformes;Stercorariidae;186012;Stercorariidae;Labbes (Stercoraires);5;P;
Charadriiformes;Stercorariidae;186011;Stercorarioidea;Labbes (Stercoraires);5;P;
Charadriiformes;Stercorariidae;197981;Stercorarius;;5;P;
Charadriiformes;Stercorariidae;626255;Stercorarius antarcticus;Labbe antarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/626255
Charadriiformes;Stercorariidae;645580;Catharacta antarctica;Labbe antarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/645580
Charadriiformes;Stercorariidae;696627;Catharacta skua antarctica;Labbe antarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/696627
Charadriiformes;Stercorariidae;815157;Lestris antarcticus;Labbe antarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/815157
Charadriiformes;Stercorariidae;815159;Megalestris antarctica;Labbe antarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/815159
Charadriiformes;Stercorariidae;442376;Stercorarius antarctica;Labbe antarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/442376
Charadriiformes;Stercorariidae;626256;Stercorarius antarcticus lonnbergi;Grand Labbe, Labbe subantarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/626256
Charadriiformes;Stercorariidae;626257;Catharacta lonnbergi;Grand Labbe, Labbe subantarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/626257
Charadriiformes;Stercorariidae;442377;Stercorarius lonnbergi;Grand Labbe, Labbe subantarctique;5;;https://inpn.mnhn.fr/espece/cd_nom/442377
Charadriiformes;Stercorariidae;785489;Stercorarius chilensis;;5;;https://inpn.mnhn.fr/espece/cd_nom/785489
Charadriiformes;Stercorariidae;3261;Stercorarius longicaudus;Labbe à longue queue;5;P;https://inpn.mnhn.fr/espece/cd_nom/3261
Charadriiformes;Stercorariidae;442378;Stercorarius maccormicki;Labbe de McCormick;5;;https://inpn.mnhn.fr/espece/cd_nom/442378
Charadriiformes;Stercorariidae;199370;Catharacta maccormicki;Labbe de McCormick;5;;https://inpn.mnhn.fr/espece/cd_nom/199370
Charadriiformes;Stercorariidae;687468;Catharacta skua maccormicki;Labbe de McCormick;5;;https://inpn.mnhn.fr/espece/cd_nom/687468
Charadriiformes;Stercorariidae;3258;Stercorarius parasiticus;Labbe parasite;5;P;https://inpn.mnhn.fr/espece/cd_nom/3258
Charadriiformes;Stercorariidae;3260;Larus parasiticus;Labbe parasite;5;P;https://inpn.mnhn.fr/espece/cd_nom/3260
Charadriiformes;Stercorariidae;3255;Stercorarius pomarinus;Labbe pomarin;5;P;https://inpn.mnhn.fr/espece/cd_nom/3255
Charadriiformes;Stercorariidae;3257;Lestris pomarinus;Labbe pomarin;5;P;https://inpn.mnhn.fr/espece/cd_nom/3257
Charadriiformes;Stercorariidae;3263;Stercorarius skua;Grand Labbe;5;P;https://inpn.mnhn.fr/espece/cd_nom/3263
Charadriiformes;Stercorariidae;3265;Catharacta skua;Grand Labbe;5;P;https://inpn.mnhn.fr/espece/cd_nom/3265
Sphenisciformes;Spheniscidae;441649;Aptenodytes forsteri;Manchot empereur;5;;https://inpn.mnhn.fr/espece/cd_nom/441649
Sphenisciformes;Spheniscidae;441650;Aptenodytes patagonicus;Manchot royal;5;;https://inpn.mnhn.fr/espece/cd_nom/441650
Sphenisciformes;Spheniscidae;820454;Aptenodytes patagonicus halli;;5;;https://inpn.mnhn.fr/espece/cd_nom/820454
Sphenisciformes;Spheniscidae;441902;Eudyptes chrysocome;Gorfou sauteur;5;;https://inpn.mnhn.fr/espece/cd_nom/441902
Sphenisciformes;Spheniscidae;550530;Eudyptes chrysocome chrysocome;Gorfou sauteur;5;;https://inpn.mnhn.fr/espece/cd_nom/550530
Sphenisciformes;Spheniscidae;836873;Eudyptes chrysocome filholi;Gorfou de Filhol;5;;https://inpn.mnhn.fr/espece/cd_nom/836873
Sphenisciformes;Spheniscidae;785485;Eudyptes filholi;Gorfou de Filhol;5;;https://inpn.mnhn.fr/espece/cd_nom/785485
Sphenisciformes;Spheniscidae;441903;Eudyptes chrysolophus;Gorfou maraconi;5;;https://inpn.mnhn.fr/espece/cd_nom/441903
Sphenisciformes;Spheniscidae;713019;Eudyptes moseleyi;Gorfou sauteur du Nord, Gorfou de Moseley;5;;https://inpn.mnhn.fr/espece/cd_nom/713019
Sphenisciformes;Spheniscidae;720876;Eudyptes chrysocome moseleyi;Gorfou sauteur du Nord, Gorfou de Moseley;5;;https://inpn.mnhn.fr/espece/cd_nom/720876
Sphenisciformes;Spheniscidae;645587;Eudyptes schlegeli;Gorfou de Schlegel;5;;https://inpn.mnhn.fr/espece/cd_nom/645587
Sphenisciformes;Spheniscidae;785488;Eudyptes sclateri;;5;;https://inpn.mnhn.fr/espece/cd_nom/785488
Sphenisciformes;Spheniscidae;442302;Pygoscelis adeliae;Manchot Adelie;5;;https://inpn.mnhn.fr/espece/cd_nom/442302
Sphenisciformes;Spheniscidae;459522;Pygoscelis antarcticus;Manchot à jugulaire;5;;https://inpn.mnhn.fr/espece/cd_nom/459522
Sphenisciformes;Spheniscidae;442303;Pygoscelis antarctica;Manchot à jugulaire;5;;https://inpn.mnhn.fr/espece/cd_nom/442303
Sphenisciformes;Spheniscidae;442304;Pygoscelis papua;Manchot papou;5;;https://inpn.mnhn.fr/espece/cd_nom/442304
Charadriiformes;Scolopacidae;3239;Arenaria interpres;Tournepierre à collier;5;P;https://inpn.mnhn.fr/espece/cd_nom/3239
Charadriiformes;Scolopacidae;3241;Tringa interpres;Tournepierre à collier;5;P;https://inpn.mnhn.fr/espece/cd_nom/3241
Charadriiformes;Scolopacidae;653931;Arenaria interpres morinella;;5;;https://inpn.mnhn.fr/espece/cd_nom/653931
Charadriiformes;Scolopacidae;828887;Tringa Morinella;;5;;https://inpn.mnhn.fr/espece/cd_nom/828887
Charadriiformes;Scolopacidae;3195;Calidris alba;Bécasseau sanderling;5;P;https://inpn.mnhn.fr/espece/cd_nom/3195
Charadriiformes;Scolopacidae;3198;Crocethia alba;Bécasseau sanderling;5;P;https://inpn.mnhn.fr/espece/cd_nom/3198
Charadriiformes;Scolopacidae;3197;Tringa alba;Bécasseau sanderling;5;P;https://inpn.mnhn.fr/espece/cd_nom/3197
Charadriiformes;Scolopacidae;2911;Calidris alpina;Bécasseau variable;5;P;https://inpn.mnhn.fr/espece/cd_nom/2911
Charadriiformes;Scolopacidae;2914;Erolia alpina;Bécasseau variable;5;P;https://inpn.mnhn.fr/espece/cd_nom/2914
Charadriiformes;Scolopacidae;2915;Pelidna alpina;Bécasseau variable;5;P;https://inpn.mnhn.fr/espece/cd_nom/2915
Charadriiformes;Scolopacidae;2913;Tringa alpina;Bécasseau variable;5;P;https://inpn.mnhn.fr/espece/cd_nom/2913
Charadriiformes;Scolopacidae;3222;Calidris bairdii;Bécasseau de Baird;5;B;https://inpn.mnhn.fr/espece/cd_nom/3222
Charadriiformes;Scolopacidae;3224;Actodromas bairdii;Bécasseau de Baird;5;B;https://inpn.mnhn.fr/espece/cd_nom/3224
Charadriiformes;Scolopacidae;3225;Erolia bairdii;Bécasseau de Baird;5;B;https://inpn.mnhn.fr/espece/cd_nom/3225
Charadriiformes;Scolopacidae;3192;Calidris canutus;Bécasseau maubèche;5;P;https://inpn.mnhn.fr/espece/cd_nom/3192
Charadriiformes;Scolopacidae;3194;Tringa canutus;Bécasseau maubèche;5;P;https://inpn.mnhn.fr/espece/cd_nom/3194
Charadriiformes;Scolopacidae;828816;Calidris falcinellus;Bécasseau falcinelle;5;P;https://inpn.mnhn.fr/espece/cd_nom/828816
Charadriiformes;Scolopacidae;2920;Limicola falcinellus;Bécasseau falcinelle;5;P;https://inpn.mnhn.fr/espece/cd_nom/2920
Charadriiformes;Scolopacidae;2922;Scolpax falcinellus;Bécasseau falcinelle;5;P;https://inpn.mnhn.fr/espece/cd_nom/2922
Charadriiformes;Scolopacidae;2901;Calidris ferruginea;Bécasseau cocorli;5;P;https://inpn.mnhn.fr/espece/cd_nom/2901
Charadriiformes;Scolopacidae;2905;Calidris testacea;Bécasseau cocorli;5;P;https://inpn.mnhn.fr/espece/cd_nom/2905
Charadriiformes;Scolopacidae;2904;Erolia ferruginea;Bécasseau cocorli;5;P;https://inpn.mnhn.fr/espece/cd_nom/2904
Charadriiformes;Scolopacidae;2903;Tringa ferrugineus;Bécasseau cocorli;5;P;https://inpn.mnhn.fr/espece/cd_nom/2903
Charadriiformes;Scolopacidae;3218;Calidris fuscicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc;5;B;https://inpn.mnhn.fr/espece/cd_nom/3218
Charadriiformes;Scolopacidae;582008;Calidris fusicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc;5;B;https://inpn.mnhn.fr/espece/cd_nom/582008
Charadriiformes;Scolopacidae;3221;Erolia fuscicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc;5;B;https://inpn.mnhn.fr/espece/cd_nom/3221
Charadriiformes;Scolopacidae;3220;Tringa fuscicollis;Bécasseau de Bonaparte, Bécasseau à croupion blanc;5;B;https://inpn.mnhn.fr/espece/cd_nom/3220
Charadriiformes;Scolopacidae;444423;Calidris himantopus;Bécasseau à échasses, Bécasseau échasse;5;P;https://inpn.mnhn.fr/espece/cd_nom/444423
Charadriiformes;Scolopacidae;2924;Micropalama himantopus;Bécasseau à échasses, Bécasseau échasse;5;P;https://inpn.mnhn.fr/espece/cd_nom/2924
Charadriiformes;Scolopacidae;814242;Tringa himantopus;Bécasseau à échasses, Bécasseau échasse;5;P;https://inpn.mnhn.fr/espece/cd_nom/814242
Charadriiformes;Scolopacidae;2906;Calidris maritima;Bécasseau violet;5;P;https://inpn.mnhn.fr/espece/cd_nom/2906
Charadriiformes;Scolopacidae;2909;Erolia maritima;Bécasseau violet;5;P;https://inpn.mnhn.fr/espece/cd_nom/2909
Charadriiformes;Scolopacidae;2910;Pelidna maritima;Bécasseau violet;5;P;https://inpn.mnhn.fr/espece/cd_nom/2910
Charadriiformes;Scolopacidae;2908;Tringa maritima;Bécasseau violet;5;P;https://inpn.mnhn.fr/espece/cd_nom/2908
Charadriiformes;Scolopacidae;3203;Calidris mauri;Bécasseau d'Alaska;5;B;https://inpn.mnhn.fr/espece/cd_nom/3203
Charadriiformes;Scolopacidae;3205;Ereunetes mauri;Bécasseau d'Alaska;5;B;https://inpn.mnhn.fr/espece/cd_nom/3205
Charadriiformes;Scolopacidae;3226;Calidris melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée;5;B;https://inpn.mnhn.fr/espece/cd_nom/3226
Charadriiformes;Scolopacidae;3229;Erolia melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée;5;B;https://inpn.mnhn.fr/espece/cd_nom/3229
Charadriiformes;Scolopacidae;3230;Heteropygia melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée;5;B;https://inpn.mnhn.fr/espece/cd_nom/3230
Charadriiformes;Scolopacidae;3228;Tringa melanotos;Bécasseau tacheté, Bécasseau à poitrine cendrée;5;B;https://inpn.mnhn.fr/espece/cd_nom/3228
Charadriiformes;Scolopacidae;3214;Calidris minutilla;Bécasseau minuscule;5;B;https://inpn.mnhn.fr/espece/cd_nom/3214
Charadriiformes;Scolopacidae;3217;Erolia minutilla;Bécasseau minuscule;5;B;https://inpn.mnhn.fr/espece/cd_nom/3217
Charadriiformes;Scolopacidae;3216;Tringa minutilla;Bécasseau minuscule;5;B;https://inpn.mnhn.fr/espece/cd_nom/3216
Charadriiformes;Scolopacidae;814245;Calidris pugnax;Chevalier combattant, Combattant varié;5;P;https://inpn.mnhn.fr/espece/cd_nom/814245
Charadriiformes;Scolopacidae;2534;Philomachus pugnax;Chevalier combattant, Combattant varié;5;P;https://inpn.mnhn.fr/espece/cd_nom/2534
Charadriiformes;Scolopacidae;2536;Tringa pugnax;Chevalier combattant, Combattant varié;5;P;https://inpn.mnhn.fr/espece/cd_nom/2536
Charadriiformes;Scolopacidae;3199;Calidris pusilla;Bécasseau semipalmé;5;B;https://inpn.mnhn.fr/espece/cd_nom/3199
Charadriiformes;Scolopacidae;3202;Ereunetes pusillus;Bécasseau semipalmé;5;B;https://inpn.mnhn.fr/espece/cd_nom/3202
Charadriiformes;Scolopacidae;3201;Tringa pusilla;Bécasseau semipalmé;5;B;https://inpn.mnhn.fr/espece/cd_nom/3201
Charadriiformes;Scolopacidae;2929;Calidris subruficollis;Bécasseau rousset, Bécasseau roussâtre;5;B;https://inpn.mnhn.fr/espece/cd_nom/2929
Charadriiformes;Scolopacidae;814247;Tringa subruficollis;Bécasseau rousset, Bécasseau roussâtre;5;B;https://inpn.mnhn.fr/espece/cd_nom/814247
Charadriiformes;Scolopacidae;2927;Tryngites subruficollis;Bécasseau rousset, Bécasseau roussâtre;5;B;https://inpn.mnhn.fr/espece/cd_nom/2927
Charadriiformes;Scolopacidae;442038;Limosa fedoa;Barge marbrée;5;;https://inpn.mnhn.fr/espece/cd_nom/442038
Charadriiformes;Scolopacidae;814244;Scolopax fedoa;Barge marbrée;5;;https://inpn.mnhn.fr/espece/cd_nom/814244
Charadriiformes;Scolopacidae;199356;Limosa haemastica;Barge hudsonienne;5;;https://inpn.mnhn.fr/espece/cd_nom/199356
Charadriiformes;Scolopacidae;442140;Numenius americanus;Courlis à long bec;5;;https://inpn.mnhn.fr/espece/cd_nom/442140
Charadriiformes;Scolopacidae;199358;Numenius borealis;Courlis esquimau;5;;https://inpn.mnhn.fr/espece/cd_nom/199358
Charadriiformes;Scolopacidae;2571;Numenius phaeopus;Courlis corlieu;5;P;https://inpn.mnhn.fr/espece/cd_nom/2571
